policy_number,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,has_umbrella_coverage,total_premiums_paid,Contract Years,insured_sex,insured_education_level,insured_occupation,insured_hobbies,hobby_risk_level,insured_relationship,months_as_customer,customer_category,capital-gains,capital-loss,insured_zip,age_category,incident_date,days_until_incident,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,incident_time_of_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,authorities_contacted,total_claim_amount,injury_claim,property_claim,vehicle_claim,per_person_limit,per_event_limit,auto_make,auto_model,auto_year,fraud_reported_mapped,fraud_reported
445195,35.0,2010-09-27,Indiana,100/300,500.0,1261.28,0,False,5675.76,4,FEMALE,MD,protective-serv,hiking,Low Risk,unmarried,54,Established Client,68500.0,-42100,453265,Middle Aged,2015-02-25,1612,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Springfield,5028 Maple Ridge,21,Evening,3,YES,2,0,Unknown,Fire,79090.0,14380.0,7190.0,57520,100,300,Nissan,Maxima,2012,0,N
938634,35.0,1993-08-30,Illinois,100/300,500.0,1427.46,0,False,17129.52,12,MALE,High School,machine-op-inspct,cross-fit,Medium Risk,wife,144,Established Client,0.0,0,444922,Middle Aged,2015-01-30,7823,Multi-vehicle Collision,Side Collision,Major Damage,WV,Springfield,7426 Rock Drive,3,Late Night,3,Unknown,0,0,Unknown,Police,87900.0,17580.0,8790.0,61530,100,300,Dodge,Neon,1995,0,N
482495,32.0,1998-01-29,Illinois,500/1000,500.0,1592.41,0,False,12208.48,8,MALE,Masters,prof-specialty,yachting,Low Risk,husband,92,Established Client,58900.0,-29100,474324,Middle Aged,2015-02-06,6217,Single Vehicle Collision,Rear Collision,Total Loss,WV,Columbus,5771 Best St,22,Evening,1,Unknown,2,3,YES,Ambulance,53400.0,5340.0,5340.0,42720,500,1000,Jeep,Wrangler,1996,0,N
796005,36.0,2007-08-18,Ohio,250/500,1000.0,1274.63,0,False,18375.92,14,MALE,College,machine-op-inspct,basketball,Medium Risk,unmarried,173,Long-Term Client,51000.0,0,441298,Middle Aged,2015-02-08,2731,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,9818 Cherokee Ave,22,Evening,1,YES,2,3,NO,Fire,52030.0,9460.0,9460.0,33110,250,500,Accura,MDX,1995,0,N
910604,60.0,1992-04-14,Indiana,250/500,500.0,1362.31,0,False,49497.26,36,MALE,High School,prof-specialty,bungie-jumping,High Risk,wife,436,Long-Term Client,67600.0,-65300,446606,Elderly,2015-01-13,8309,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,7819 2nd Ave,16,Afternoon,1,NO,0,2,NO,Ambulance,82060.0,14920.0,7460.0,59680,250,500,Saab,93,2005,0,N
327488,35.0,1993-08-09,Ohio,250/500,1000.0,919.37,0,False,11875.2,13,FEMALE,Associate,protective-serv,hiking,Low Risk,not-in-family,155,Long-Term Client,83600.0,0,459537,Middle Aged,2015-01-18,7832,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,1331 Elm Ridge,0,Late Night,1,Unknown,0,3,Unknown,Ambulance,48360.0,8060.0,8060.0,32240,250,500,Nissan,Maxima,1997,0,N
715202,31.0,1991-04-02,Ohio,250/500,1000.0,1377.23,0,False,8951.99,6,FEMALE,Masters,armed-forces,kayaking,Medium Risk,unmarried,78,Established Client,72600.0,0,440757,Middle Aged,2015-03-01,8734,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,9240 Britain Ave,1,Late Night,3,Unknown,2,1,Unknown,Other,52290.0,5810.0,11620.0,34860,250,500,Nissan,Maxima,1997,0,N
648852,57.0,2007-03-15,Illinois,100/300,1000.0,995.55,5000000,True,36503.5,37,MALE,College,protective-serv,paintball,High Risk,wife,440,Long-Term Client,51500.0,-52100,604948,Elderly,2015-02-02,2881,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,6668 Andromedia Ridge,19,Evening,3,YES,0,3,Unknown,Police,68200.0,12400.0,12400.0,43400,100,300,Jeep,Wrangler,2007,1,Y
516959,43.0,2010-05-01,Illinois,100/300,500.0,1508.12,6000000,True,33178.64,22,MALE,PhD,craft-repair,basketball,Medium Risk,wife,264,Long-Term Client,0.0,0,433275,Middle Aged,2015-01-20,1725,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,5276 2nd Lane,0,Late Night,3,Unknown,2,1,NO,Other,60750.0,13500.0,6750.0,40500,100,300,Jeep,Wrangler,2015,1,Y
984456,30.0,2003-06-24,Indiana,500/1000,500.0,484.67,0,False,2665.68,6,FEMALE,College,adm-clerical,paintball,High Risk,wife,66,Established Client,21100.0,-60800,608309,Young Adult,2015-01-24,4232,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,2889 Weaver St,2,Late Night,3,Unknown,0,2,YES,Fire,65560.0,11920.0,11920.0,41720,500,1000,Volkswagen,Passat,2015,1,Y
801331,50.0,1990-07-08,Indiana,500/1000,1000.0,1561.41,0,False,47623.0,30,FEMALE,High School,handlers-cleaners,basketball,Medium Risk,husband,366,Long-Term Client,21200.0,0,462767,Middle Aged,2015-01-04,8946,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,1879 4th Lane,5,Late Night,3,YES,1,3,NO,Police,70290.0,12780.0,12780.0,44730,500,1000,Mercedes,C300,2012,0,N
786103,37.0,1994-09-24,Ohio,100/300,500.0,1457.21,0,False,22829.62,16,FEMALE,JD,adm-clerical,hiking,Low Risk,own-child,188,Long-Term Client,46300.0,0,471785,Middle Aged,2015-01-17,7420,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,5499 Elm Hwy,6,Morning,1,Unknown,2,0,YES,Ambulance,45000.0,5000.0,5000.0,35000,100,300,Suburu,Forrestor,2003,0,N
684193,39.0,2012-06-20,Illinois,500/1000,1000.0,1128.71,0,False,21069.25,19,FEMALE,JD,prof-specialty,sleeping,Low Risk,other-relative,224,Long-Term Client,0.0,-47100,601397,Middle Aged,2015-02-04,959,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,8822 Sky St,21,Evening,3,YES,2,1,Unknown,Fire,61800.0,12360.0,6180.0,43260,500,1000,Suburu,Impreza,2007,0,N
247505,46.0,2006-04-19,Illinois,100/300,500.0,1358.2,0,False,28635.38,21,FEMALE,MD,transport-moving,movies,Low Risk,husband,253,Long-Term Client,52900.0,0,477636,Middle Aged,2015-02-14,3223,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,4254 Best Ridge,11,Morning,3,YES,0,0,NO,Ambulance,64570.0,5870.0,11740.0,46960,100,300,Jeep,Wrangler,2001,0,N
259792,61.0,1999-04-07,Illinois,100/300,1000.0,1232.79,0,False,45818.7,37,FEMALE,High School,adm-clerical,reading,Low Risk,unmarried,446,Long-Term Client,49900.0,-62100,441967,Elderly,2015-01-07,5754,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Springfield,5812 Weaver Ave,3,Late Night,1,YES,2,0,YES,Other,70500.0,7050.0,14100.0,49350,100,300,Suburu,Forrestor,2007,0,N
185124,37.0,2001-12-07,Illinois,100/300,1000.0,936.19,0,False,13184.68,14,MALE,JD,armed-forces,movies,Low Risk,other-relative,169,Long-Term Client,70600.0,-48500,454776,Middle Aged,2015-02-02,4805,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbrook,7155 Apache Drive,4,Late Night,3,Unknown,2,1,YES,Police,57900.0,17370.0,5790.0,34740,100,300,Audi,A5,2005,0,N
760700,46.0,2006-11-25,Illinois,250/500,500.0,1302.34,0,False,27674.72,21,FEMALE,JD,prof-specialty,video-games,Low Risk,own-child,255,Long-Term Client,0.0,-52600,431532,Middle Aged,2015-01-12,2970,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,1376 Pine St,2,Late Night,3,NO,1,0,NO,Fire,57860.0,5260.0,10520.0,42080,250,500,Volkswagen,Jetta,2011,0,N
362407,39.0,1996-12-06,Indiana,100/300,500.0,1264.99,0,False,22031.91,17,MALE,PhD,transport-moving,polo,Medium Risk,husband,209,Long-Term Client,67800.0,0,614169,Middle Aged,2015-01-01,6600,Single Vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,3340 3rd Hwy,22,Evening,1,Unknown,1,1,NO,Fire,37800.0,8400.0,4200.0,25200,100,300,Chevrolet,Silverado,1995,0,N
389525,37.0,2012-07-10,Ohio,500/1000,500.0,1467.76,0,False,25685.8,18,FEMALE,MD,tech-support,hiking,Low Risk,own-child,210,Long-Term Client,38700.0,-33100,601425,Middle Aged,2015-02-22,957,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,3097 4th Drive,8,Morning,1,Unknown,1,3,YES,Ambulance,63300.0,6330.0,6330.0,50640,500,1000,Toyota,Highlander,2000,0,N
179538,33.0,2014-04-07,Indiana,250/500,2000.0,1124.43,0,False,16304.24,14,FEMALE,College,farming-fishing,paintball,High Risk,own-child,174,Long-Term Client,0.0,0,477346,Middle Aged,2015-01-16,284,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbrook,1916 Elm St,14,Afternoon,3,YES,0,1,YES,Ambulance,44200.0,8840.0,4420.0,30940,250,500,Saab,93,1995,0,N
265437,28.0,2003-10-11,Illinois,250/500,1000.0,1319.81,0,False,7698.89,6,MALE,High School,machine-op-inspct,yachting,Low Risk,husband,70,Established Client,67200.0,-59400,613587,Young Adult,2015-01-28,4127,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Arlington,8917 Cherokee Lane,14,Afternoon,4,NO,1,0,YES,Police,31680.0,3520.0,3520.0,24640,250,500,Toyota,Camry,2006,0,N
266247,32.0,2015-01-17,Indiana,100/300,2000.0,1482.53,0,False,10995.43,7,FEMALE,MD,tech-support,kayaking,Medium Risk,not-in-family,89,Established Client,49100.0,-45100,620358,Middle Aged,2015-01-23,6,Parked Car,Unknown,Trivial Damage,WV,Northbrook,8492 Weaver Hwy,5,Late Night,1,YES,1,2,Unknown,Police,100.0,10.0,20.0,70,100,300,Audi,A3,2002,0,N
921851,61.0,1992-12-07,Indiana,100/300,1000.0,1328.18,0,False,50692.2,38,FEMALE,High School,protective-serv,bungie-jumping,High Risk,other-relative,458,Long-Term Client,53000.0,0,617699,Elderly,2015-02-25,8115,Single Vehicle Collision,Front Collision,Minor Damage,WV,Columbus,3753 Francis Lane,18,Evening,1,NO,2,1,NO,Fire,56340.0,6260.0,6260.0,43820,100,300,Volkswagen,Passat,2003,0,N
488724,40.0,2004-11-29,Indiana,100/300,500.0,1463.95,0,False,29157.0,20,FEMALE,JD,sales,skydiving,High Risk,own-child,239,Long-Term Client,0.0,0,430567,Middle Aged,2015-02-11,3726,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Springfield,4545 4th Ridge,20,Evening,3,Unknown,0,0,YES,Police,69740.0,6340.0,6340.0,57060,100,300,Dodge,Neon,2003,0,N
192524,38.0,2004-01-02,Illinois,100/300,2000.0,1133.85,0,False,15212.49,13,MALE,PhD,priv-house-serv,exercise,Medium Risk,not-in-family,161,Long-Term Client,60200.0,0,439870,Middle Aged,2015-01-03,4019,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,2272 Embaracadero Drive,0,Late Night,3,YES,2,2,YES,Police,60480.0,5040.0,15120.0,40320,100,300,Volkswagen,Jetta,2003,0,N
338070,61.0,2006-01-25,Indiana,500/1000,1000.0,1037.32,0,False,38553.73,37,FEMALE,High School,tech-support,skydiving,High Risk,wife,446,Long-Term Client,0.0,-15700,438837,Elderly,2015-01-30,3292,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Hillsdale,5341 5th Ave,1,Late Night,3,Unknown,2,1,NO,Police,80880.0,6740.0,13480.0,60660,500,1000,Nissan,Ultima,2005,0,N
865607,61.0,1993-04-18,Indiana,250/500,1000.0,1562.8,0,False,61991.07,40,FEMALE,Masters,handlers-cleaners,dancing,Medium Risk,not-in-family,476,Long-Term Client,42800.0,-68200,458997,Elderly,2015-01-18,7945,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,7745 Washington Ridge,10,Morning,1,Unknown,1,2,YES,Fire,49390.0,8980.0,4490.0,35920,250,500,Suburu,Legacy,2009,0,N
963285,29.0,2006-12-09,Indiana,100/300,1000.0,1425.79,0,False,8317.11,6,FEMALE,MD,armed-forces,video-games,Low Risk,other-relative,70,Established Client,62400.0,-52300,604147,Young Adult,2015-01-04,2948,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,1275 4th Ridge,12,Afternoon,1,NO,0,3,Unknown,Ambulance,69360.0,11560.0,11560.0,46240,100,300,Dodge,RAM,2009,0,N
728491,41.0,1997-08-30,Ohio,500/1000,2000.0,1615.14,0,False,31360.64,19,FEMALE,Associate,tech-support,board-games,Low Risk,other-relative,233,Long-Term Client,67100.0,0,606638,Middle Aged,2015-01-20,6352,Vehicle Theft,Unknown,Minor Damage,NY,Springfield,4857 Weaver St,6,Morning,1,NO,0,1,Unknown,None,3740.0,680.0,680.0,2380,500,1000,Chevrolet,Malibu,2011,0,N
553436,33.0,1991-06-03,Illinois,250/500,500.0,1236.5,0,False,12571.08,10,MALE,PhD,other-service,bungie-jumping,High Risk,husband,122,Established Client,0.0,-48700,619620,Middle Aged,2015-02-12,8655,Parked Car,Unknown,Trivial Damage,NY,Hillsdale,8211 Sky Hwy,1,Late Night,1,NO,0,1,NO,None,5060.0,460.0,920.0,3680,250,500,Nissan,Ultima,2003,0,N
440616,48.0,1995-09-06,Illinois,500/1000,2000.0,1017.97,0,False,28418.33,28,FEMALE,MD,machine-op-inspct,chess,Low Risk,wife,335,Long-Term Client,59900.0,-34800,441671,Middle Aged,2015-02-19,7106,Multi-vehicle Collision,Front Collision,Total Loss,WV,Columbus,8617 Best Ave,21,Evening,3,NO,0,0,YES,Police,35860.0,3260.0,6520.0,26080,500,1000,BMW,X5,2005,1,Y
463237,40.0,2000-02-09,Indiana,100/300,2000.0,1306.0,0,False,27970.17,21,MALE,Associate,machine-op-inspct,cross-fit,Medium Risk,husband,257,Long-Term Client,46100.0,-46900,610381,Middle Aged,2015-02-21,5491,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,9856 Apache St,3,Late Night,3,YES,2,1,Unknown,Ambulance,50050.0,7700.0,3850.0,38500,100,300,Ford,Fusion,2008,1,Y
753452,27.0,1996-07-23,Illinois,500/1000,2000.0,1174.14,0,False,8316.83,7,MALE,College,priv-house-serv,dancing,Medium Risk,unmarried,85,Established Client,50400.0,-61500,602416,Young Adult,2015-02-02,6768,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,1951 Best Ave,14,Afternoon,4,YES,0,0,NO,Fire,59070.0,10740.0,5370.0,42960,500,1000,Toyota,Camry,2012,0,N
920554,30.0,2005-09-21,Indiana,500/1000,1000.0,1231.01,0,False,13643.69,11,MALE,College,adm-clerical,board-games,Low Risk,husband,133,Established Client,0.0,-31700,459562,Young Adult,2015-02-01,3420,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,1824 5th Lane,19,Evening,3,NO,1,2,Unknown,Fire,28440.0,3160.0,3160.0,22120,500,1000,Dodge,Neon,2007,0,N
594783,34.0,2011-12-30,Illinois,250/500,500.0,1299.18,0,False,12883.54,10,FEMALE,College,tech-support,hiking,Low Risk,wife,119,Established Client,57100.0,0,463271,Middle Aged,2015-01-08,1105,Single Vehicle Collision,Front Collision,Major Damage,OH,Springfield,7393 Washington St,7,Morning,1,YES,2,1,YES,Fire,45540.0,8280.0,8280.0,28980,250,500,Honda,Civic,1998,1,Y
725330,34.0,1996-07-21,Indiana,100/300,500.0,1469.75,0,False,20698.98,14,FEMALE,JD,sales,reading,Low Risk,not-in-family,169,Long-Term Client,0.0,-57600,458132,Middle Aged,2015-01-16,6753,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Arlington,1386 Britain St,0,Late Night,1,Unknown,0,0,YES,Fire,38700.0,7740.0,3870.0,27090,100,300,Volkswagen,Passat,2012,0,N
607259,39.0,1996-04-08,Ohio,250/500,500.0,1390.72,0,False,26076.0,19,MALE,Masters,tech-support,paintball,High Risk,other-relative,225,Long-Term Client,83900.0,-52100,448949,Middle Aged,2015-02-20,6892,Parked Car,Unknown,Trivial Damage,SC,Northbrook,7928 Maple Ridge,6,Morning,1,YES,2,1,YES,None,5830.0,1060.0,530.0,4240,250,500,Nissan,Pathfinder,2011,0,N
979336,32.0,2001-03-04,Illinois,500/1000,500.0,1694.09,7000000,True,11858.63,7,FEMALE,Associate,prof-specialty,cross-fit,Medium Risk,husband,84,Established Client,0.0,0,603732,Middle Aged,2015-01-30,5080,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,1546 Cherokee Ave,0,Late Night,1,YES,0,2,Unknown,Other,57240.0,4770.0,9540.0,42930,500,1000,BMW,X6,1995,1,Y
865201,39.0,2001-10-19,Ohio,100/300,2000.0,1140.15,0,False,16057.11,14,MALE,High School,armed-forces,exercise,Medium Risk,husband,169,Long-Term Client,0.0,-36800,608929,Middle Aged,2015-01-19,4840,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,2003 2nd Hwy,9,Morning,3,YES,0,3,NO,Police,46200.0,4200.0,8400.0,33600,100,300,Suburu,Legacy,2015,0,N
140977,32.0,2006-08-18,Indiana,100/300,1000.0,1310.71,0,False,13544.0,10,FEMALE,Masters,farming-fishing,kayaking,Medium Risk,wife,124,Established Client,29300.0,0,469875,Middle Aged,2015-02-25,3113,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,9418 5th Hwy,23,Evening,1,YES,0,1,NO,Ambulance,57700.0,5770.0,5770.0,46160,100,300,Toyota,Camry,2003,0,N
787351,48.0,2013-04-28,Illinois,250/500,2000.0,1730.49,7000000,True,46146.4,27,MALE,College,transport-moving,hiking,Low Risk,not-in-family,320,Long-Term Client,46300.0,-41700,443342,Middle Aged,2015-01-24,636,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,8770 1st Lane,13,Afternoon,3,NO,2,0,NO,Fire,56160.0,4680.0,9360.0,42120,250,500,Saab,95,1995,0,N
272330,47.0,2009-11-29,Indiana,250/500,500.0,1616.65,7000000,True,40012.09,25,MALE,MD,adm-clerical,movies,Low Risk,unmarried,297,Long-Term Client,0.0,-59500,456363,Middle Aged,2015-01-16,1874,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,1087 Flute Drive,0,Late Night,3,Unknown,0,3,YES,Fire,44400.0,5550.0,5550.0,33300,250,500,Jeep,Grand Cherokee,1999,0,N
728025,56.0,1990-02-15,Indiana,100/300,500.0,1935.85,4000000,True,67916.07,35,MALE,Masters,machine-op-inspct,reading,Low Risk,own-child,421,Long-Term Client,49500.0,-81100,470826,Elderly,2015-01-12,9097,Single Vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,2217 Tree Lane,7,Morning,1,Unknown,2,3,Unknown,Ambulance,92730.0,16860.0,8430.0,67440,100,300,Mercedes,E400,2004,1,Y
804608,33.0,2002-04-12,Ohio,250/500,1000.0,855.14,0,False,9691.59,11,FEMALE,PhD,craft-repair,paintball,High Risk,not-in-family,136,Established Client,37900.0,0,458582,Middle Aged,2015-01-04,4650,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbrook,6741 Oak Ridge,23,Evening,1,YES,0,1,YES,Fire,30700.0,3070.0,6140.0,21490,250,500,Toyota,Corolla,2015,0,N
718829,24.0,1999-02-21,Ohio,250/500,2000.0,1568.47,4000000,True,6012.47,4,FEMALE,High School,armed-forces,yachting,Low Risk,unmarried,46,Established Client,46800.0,0,454480,Young Adult,2015-02-02,5825,Single Vehicle Collision,Side Collision,Major Damage,NY,Northbrook,2123 MLK Ridge,7,Morning,1,NO,2,0,Unknown,Fire,56600.0,11320.0,5660.0,39620,250,500,Toyota,Camry,1999,0,N
482404,24.0,2011-06-18,Indiana,500/1000,2000.0,1550.53,0,False,4393.17,3,FEMALE,MD,armed-forces,dancing,Medium Risk,own-child,34,Established Client,0.0,-27700,435632,Young Adult,2015-02-01,1324,Parked Car,Unknown,Trivial Damage,VA,Hillsdale,4390 4th Drive,20,Evening,1,YES,0,1,Unknown,None,3960.0,660.0,660.0,2640,500,1000,Audi,A3,1998,0,N
331170,30.0,1995-03-26,Illinois,250/500,2000.0,1370.92,0,False,10853.12,8,MALE,College,transport-moving,video-games,Low Risk,unmarried,95,Established Client,48900.0,0,442206,Young Adult,2015-02-14,7265,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,1437 3rd Lane,22,Evening,1,YES,0,3,Unknown,Police,34800.0,3480.0,6960.0,24360,250,500,Accura,MDX,1999,0,N
753056,36.0,1991-05-03,Indiana,250/500,500.0,1363.59,0,False,15908.55,12,FEMALE,JD,armed-forces,kayaking,Medium Risk,not-in-family,140,Established Client,43200.0,0,468303,Middle Aged,2015-02-08,8682,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,1186 Rock St,10,Morning,3,Unknown,2,0,YES,Other,79500.0,7950.0,7950.0,63600,250,500,Chevrolet,Tahoe,2000,0,N
910365,34.0,2001-12-19,Indiana,250/500,1000.0,828.42,3000000,True,13807.0,17,FEMALE,College,prof-specialty,basketball,Medium Risk,other-relative,200,Long-Term Client,0.0,0,467762,Middle Aged,2015-01-22,4782,Single Vehicle Collision,Front Collision,Total Loss,NY,Arlington,4394 Oak St,10,Morning,1,Unknown,2,2,NO,Police,56000.0,5600.0,5600.0,44800,250,500,Chevrolet,Malibu,2009,0,N
379268,29.0,2012-08-05,Indiana,250/500,500.0,1209.63,0,False,12398.71,10,FEMALE,Masters,machine-op-inspct,chess,Low Risk,not-in-family,123,Established Client,64800.0,-44200,447188,Young Adult,2015-01-14,892,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,8368 Cherokee Ave,17,Afternoon,1,YES,1,0,YES,Ambulance,73260.0,16280.0,0.0,56980,250,500,Volkswagen,Jetta,2014,1,Y
362843,46.0,2004-08-09,Ohio,250/500,2000.0,1111.17,0,False,24723.53,22,MALE,MD,craft-repair,base-jumping,High Risk,unmarried,267,Long-Term Client,35000.0,0,469438,Middle Aged,2015-02-03,3830,Parked Car,Unknown,Trivial Damage,WV,Arlington,4905 Best Lane,3,Late Night,1,YES,2,3,YES,None,4950.0,900.0,450.0,3600,250,500,Toyota,Camry,1995,0,N
135400,42.0,2014-01-20,Indiana,500/1000,500.0,989.97,0,False,23924.28,24,MALE,Masters,machine-op-inspct,kayaking,Medium Risk,own-child,290,Long-Term Client,32500.0,0,462519,Middle Aged,2015-01-20,365,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,3618 Sky Ave,10,Morning,1,NO,0,1,NO,Ambulance,48000.0,4800.0,9600.0,33600,500,1000,Saab,95,2013,0,N
798579,37.0,2011-12-19,Indiana,250/500,1000.0,1114.23,0,False,4178.36,4,MALE,College,prof-specialty,dancing,Medium Risk,wife,45,Established Client,0.0,0,432534,Middle Aged,2015-01-01,1109,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,5459 MLK Ave,1,Late Night,1,YES,0,1,YES,Fire,52200.0,10440.0,5220.0,36540,250,500,Nissan,Pathfinder,2005,0,N
250833,38.0,2008-07-28,Indiana,250/500,2000.0,1347.31,0,False,20883.3,16,FEMALE,JD,protective-serv,dancing,Medium Risk,unmarried,186,Long-Term Client,80900.0,-111100,436467,Middle Aged,2015-02-02,2380,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,1371 Texas Lane,1,Late Night,3,NO,2,3,Unknown,Ambulance,73800.0,12300.0,12300.0,49200,250,500,Audi,A3,1995,0,N
824116,34.0,1998-05-05,Illinois,250/500,2000.0,1687.53,0,False,18984.71,11,FEMALE,JD,protective-serv,base-jumping,High Risk,other-relative,135,Established Client,0.0,-69600,465674,Middle Aged,2015-01-23,6107,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,2654 Embaracadero St,7,Morning,1,Unknown,1,2,NO,Fire,78200.0,15640.0,7820.0,54740,250,500,Audi,A3,2009,0,N
322613,33.0,1995-04-16,Indiana,250/500,1000.0,1183.48,0,False,10848.57,9,MALE,Associate,other-service,bungie-jumping,High Risk,husband,110,Established Client,0.0,0,442389,Middle Aged,2015-01-26,7225,Single Vehicle Collision,Rear Collision,Major Damage,VA,Northbend,2123 Texas Ave,19,Evening,1,Unknown,2,3,NO,Ambulance,55200.0,13800.0,9200.0,32200,250,500,Saab,93,2015,1,Y
871305,43.0,1992-02-14,Illinois,500/1000,2000.0,1537.13,0,False,33176.39,22,FEMALE,PhD,handlers-cleaners,kayaking,Medium Risk,own-child,259,Long-Term Client,0.0,-58300,471614,Middle Aged,2015-01-02,8358,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,4538 Flute Hwy,3,Late Night,3,NO,0,2,YES,Other,57060.0,6340.0,6340.0,44380,500,1000,Ford,Fusion,2012,0,N
488037,30.0,2007-07-11,Ohio,250/500,1000.0,1173.25,0,False,11145.88,10,FEMALE,Masters,protective-serv,dancing,Medium Risk,husband,114,Established Client,0.0,-34700,442936,Young Adult,2015-02-25,2786,Vehicle Theft,Unknown,Minor Damage,WV,Arlington,4434 Weaver St,3,Late Night,1,NO,0,3,YES,None,4680.0,520.0,520.0,3640,250,500,Chevrolet,Malibu,2013,0,N
485813,56.0,2010-04-07,Indiana,250/500,1000.0,1361.16,4000000,True,45825.72,34,FEMALE,Masters,transport-moving,cross-fit,Medium Risk,not-in-family,404,Long-Term Client,0.0,-63700,437944,Elderly,2015-01-15,1744,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,2798 1st Ave,23,Evening,1,NO,2,0,YES,Ambulance,53100.0,5310.0,5310.0,42480,250,500,Accura,MDX,2005,1,Y
886473,48.0,1991-03-10,Ohio,500/1000,2000.0,1422.56,7000000,True,33430.16,24,FEMALE,MD,prof-specialty,video-games,Low Risk,husband,282,Long-Term Client,26900.0,-55300,473705,Middle Aged,2015-02-09,8737,Vehicle Theft,Unknown,Minor Damage,WV,Springfield,2809 Francis Lane,7,Morning,1,Unknown,1,2,NO,None,3520.0,640.0,320.0,2560,500,1000,Accura,MDX,2013,0,N
907113,25.0,1996-01-20,Illinois,500/1000,2000.0,1143.06,0,False,5429.54,5,FEMALE,Masters,tech-support,dancing,Medium Risk,own-child,57,Established Client,63100.0,-54100,469363,Young Adult,2015-01-16,6936,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,7281 Oak St,0,Late Night,3,NO,0,1,YES,Ambulance,72900.0,14580.0,14580.0,43740,500,1000,Nissan,Maxima,2010,0,N
833321,38.0,2010-03-01,Indiana,250/500,500.0,1405.71,0,False,25185.64,18,FEMALE,PhD,craft-repair,camping,Low Risk,unmarried,215,Long-Term Client,0.0,0,465376,Middle Aged,2015-02-01,1798,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,9878 Washington Ave,10,Morning,1,Unknown,0,1,NO,Police,70700.0,7070.0,14140.0,49490,250,500,Volkswagen,Passat,2008,0,N
521592,30.0,2014-06-15,Illinois,100/300,500.0,1354.2,0,False,15799.0,12,FEMALE,College,adm-clerical,bungie-jumping,High Risk,wife,140,Established Client,100500.0,0,438775,Young Adult,2015-02-10,240,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,2537 5th Ave,4,Late Night,4,Unknown,0,0,Unknown,Other,60170.0,5470.0,10940.0,43760,100,300,Nissan,Pathfinder,2006,0,N
